v1,v2
ham,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? 
ham,I want to be there so i can kiss you and feel you next to me
ham,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day."
ham,"Aight, tomorrow around  &lt;#&gt;  it is"
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
ham,See you there! 
ham,I dont understand your message.
ham,Fuck cedar key and fuck her (come over anyway tho)
ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat
ham,U still painting ur wall?
spam,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16"
ham,Printer is cool. I mean groovy. Wine is groovying
ham,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.
ham,No probs hon! How u doinat the mo?
ham,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?
ham,My battery is low babe
ham,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?
ham,K I'll be sure to get up before noon and see what's what
ham,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?"
ham,Tell me pa. How is pain de.
ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG
ham,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\""."""
ham,ALRITE
ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs
ham,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.
spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info
ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
ham,What time should I tell my friend to be around?
ham,"Thanx 4 the time weåÕve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx"
ham,Are you coming to day for class.
ham,Im done. Just studyn in library
ham,Ok... U enjoy ur shows...
ham,Where wuld I be without my baby? The thought alone mite break me and I donåÕt wanna go crazy but everyboy needs his lady xxxxxxxx
ham,Wat's my dear doing? Sleeping ah?
ham,Hi' Test on  &lt;#&gt; rd ....
ham,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.
ham,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night
ham,Yup n her fren lor. I'm meeting my fren at 730.
ham,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.
ham,Are you ok. What happen to behave like this
ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.
ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. "
ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe"
ham,Leave it. U will always be ignorant.
ham,Where are you ? You said you would be here when I woke ... :-(
ham,Tell me whos this pls:-)
ham,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.
ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..
ham,"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\"""""
spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?"
ham,"Are you being good, baby? :)"
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
ham,Ma head dey swell oh. Thanks for making my day
ham,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students
ham,"Don't worry, * is easy once have ingredients!"
ham,I love u 2 my little pocy bell I am sorry but I love u
ham,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?
spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2"
ham,"Tonight? Yeah, I'd be down for that"
spam,Reply to win å£100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service
ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz"
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
ham,K.i did't see you.:)k:)where are you now?
ham,So i'm doing a list of buyers.
ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second"
ham,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.
ham,Don know..he is watching film in computer..
ham,"Oh, then your phone phoned me but it disconnected"
ham,"Excellent, I'll see what riley's plans are"
ham,Ew are you one of them?
spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q
ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)
ham,"Hm good morning, headache anyone? :-)"
spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free
ham,I might go 2 sch. Yar at e salon now v boring.
ham,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj"
ham,I didn't get the second half of that message
ham,Am in film ill call you later.
ham,How dare you change my ring
ham,You are a very very very very bad girl. Or lady.
ham,"What part of \don't initiate\"" don't you understand"""
ham,I finished my lunch already. U wake up already?
ham,You still at the game?
ham,You have got tallent but you are wasting.
ham,Get ready for  &lt;#&gt;  inches of pleasure...
ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance.."""
ham,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?
ham,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs
ham,So how's the weather over there?
ham,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! "
ham,Die... Now i have e toot fringe again...
ham,"Awesome question with a cute answer: Someone asked a boy \how is ur life?\"" . . He smiled &amp; answered: . . \""She is fine!\"" Gudnite"""
ham,Pls send me the correct name da.
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+
spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.
ham,What u talking bout early morning? It's almost noon where your at!
ham,Fine. Do you remember me.
ham,Ok. How many should i buy.
ham,"Sounds good, keep me posted"
ham,Ok. So april. Cant wait
ham,Ay wana meet on sat?Ì_ wkg on sat?
ham,Ok lor... But buy wat?
ham,Somebody should go to andros and steal ice
ham,Don know. I did't msg him recently.
ham,Take us out shopping and Mark will distract Isaiah.=D
ham,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola"
ham,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?
ham,S.s:)i thinl role is like sachin.just standing. Others have to hit.
ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
ham,"And very importantly, all we discuss is between u and i only."
ham,K..k:)how about your training process?
ham,In da car park 
ham,Am going to take bath ill place the key in window:-)
spam,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts
ham,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;
ham,"Yo, you at jp and hungry like a mofo?"
ham,This is all just creepy and crazy to me.
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
ham,"U so lousy, run already come back then half dead... Hee..."
ham,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back."
ham,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?
ham,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.
ham,Short But Cute : \ Be a good person 
ham,Just haven't decided where yet eh ?
ham,"Wat time liao, where still got."
ham,Yes watching footie but worried we're going to blow it - Phil Neville?
ham,Now am free call me pa.
ham,Stop knowing me so well!
ham,Good evening! this is roger. How are you?
ham,Small problem in auction:)punj now asking tiwary
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
ham,My uncles in Atlanta. Wish you guys a great semester.
ham,U coming 2 pick me?
ham,Ok. But i finish at 6.
spam,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323."
ham,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!
ham,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks
ham,You're right I have now that I think about it
ham,Is ur lecture over?
spam,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP
ham,Customer place i will call you
ham,I.ll get there tomorrow and send it to you
ham,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDåÕS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\"""""
ham,"Sorry,  in meeting I'll call you later"
ham,Yeah but which is worse for i
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
ham,Ok...
ham,Long time. You remember me today.
ham,Havent shopping now lor i juz arrive only
ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
ham,I can't describe how lucky you are that I'm actually awake by noon
spam,This is the 2nd time we have tried to contact u. U have won the å£1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
ham,Cheers for the card ... Is it that time of year already?
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
ham,"Haven't seen my facebook, huh? Lol!"
ham,"Mah b, I'll pick it up tomorrow"
ham,Still otside le..u come 2morrow maga..
ham,Do u still have plumbers tape and a wrench we could borrow?
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
ham,In meeting da. I will call you
ham,K k :-):-) then watch some films.
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da"
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
ham,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one Ì_ cut ur hair. 
ham,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.
ham,X2  &lt;#&gt; . Are you going to get that
ham,I will lick up every drop :) are you ready to use your mouth as well?
ham,And you! Will expect you whenever you text! Hope all goes well tomo 
ham,"I av a new number,  . Wil u only use this one,ta."
ham,No de.am seeing in online shop so that i asked.
ham,Just curious because my cuz asked what I was up to
ham,Nice.nice.how is it working?
ham,She's good. How are you. Where r u working now
ham,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home"
ham,At home also.
ham,This phone has the weirdest auto correct.
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
ham,We got a divorce. Lol. She.s here
ham,I want snow. It's just freezing and windy.
ham,Don know:)this week i'm going to tirunelvai da.
spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180"
ham,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !"
ham,Well that must be a pain to catch
ham,Sorry da thangam.it's my mistake.
ham,I need... Coz i never go before 
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
ham,No plm i will come da. On the way.
ham,Yup Ì_ not comin :-(
ham,"Yes, princess. Toledo."
ham,Good. No swimsuit allowed :)
ham,Ok i've sent u da latest version of da project.
ham,Good Morning my Dear........... Have a great &amp; successful day.
ham,Pls accept me for one day. Or am begging you change the number.
ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
ham,"Its ok, if anybody asks abt me, u tel them..:-P"
ham,* You gonna ring this weekend or wot?
ham,Also track down any lighters you can find
ham,"Sorry, I can't help you on this."
ham,Come to medical college at 7pm ......forward it da
ham,I can make lasagna for you... vodka...
ham,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
ham,"No, but you told me you were going, before you got drunk!"
ham,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...
ham,O shore are you takin the bus
spam,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705."
ham,Ok then i come n pick u at engin?
ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.
ham,Raviyog Peripherals bhayandar east
ham,Thanx a lot...
ham,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
ham,What happened in interview?
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
ham,Hey you around? I've got enough for a half + the ten I owe you
ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*
ham,Not to worry. I'm sure you'll get it.
ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard"
spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p "
ham,"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit"""
ham,Dear good morning how you feeling dear
ham,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die
ham,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)"
spam,RCT' THNQ Adrian for U text. Rgds Vatian
ham,"It'll be tough, but I'll do what I have to"
ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!"
ham,Okie Ì_ wan meet at bishan? Cos me at bishan now. I'm not driving today.
ham,Oh ho. Is this the first time u use these type of words
ham,I know you are serving. I mean what are you doing now.
ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
ham,I'm freezing and craving ice. Fml
ham,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
ham,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.
ham,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore"
ham,How much it will cost approx . Per month.
ham,Ok... The theory test? when are Ì_ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free
ham,"That's fine, have him give me a call if he knows what he wants or has any questions"
ham,"Sorry, got a late start, we're on the way"
ham,Then u go back urself lor...
ham,"K, if u bored up just come to my home.."
ham,"Sorry, I'll call later"
ham,Oh is it! Which brand?
ham,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
ham,At what time are you coming.
ham,I emailed yifeng my part oredi.. Can Ì_ get it fr him..
ham,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. 
ham,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla.."
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
ham,Please attend the phone:)
ham,Can... I'm free...
ham,"Yo my trip got postponed, you still stocked up?"
ham,Hey what are you doing. Y no reply pa..
ham,Most of the tiime when i don't let you hug me it's so i don't break into tears.
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
ham,And now electricity just went out fml.
ham,Also andros ice etc etc
ham,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea"
ham,Yup. Wun believe wat? U really neva c e msg i sent shuhui?
ham,Just finished. Missing you plenty
ham,Ok can...
ham,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x"
ham,So u workin overtime nigpun?
ham,O. Guess they both got screwd
spam,Please CALL 08712402972 immediately as there is an urgent message waiting for you
ham,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.
ham,"Yeah we wouldn't leave for an hour at least, how's 4 sound?"
ham,"'An Amazing Quote'' - \Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....\"""""
ham,Good night my dear.. Sleepwell&amp;Take care
ham,Then Ì_ ask dad to pick Ì_ up lar... ÌÏ wan 2 stay until 6 meh...
ham,"Jus chillaxin, what up"
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING"""
ham,Where do you need to go to get it?
ham,He remains a bro amongst bros
ham,Uhhhhrmm isnt having tb test bad when youre sick
spam,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Callså£1/minMobsmore LKPOBOX177HP51FL
ham,Sure but since my parents will be working on Tuesday I don't really need a cover story
ham,Haha okay... Today weekend leh... 
ham,"\Hi darlin did youPhone me? Im atHome if youwanna chat.\"""""
ham,You've always been the brainy one.
ham,"\Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx\"""""
ham,If india win or level series means this is record:)
ham,What time you thinkin of goin?
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. .."""
ham,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... "
ham,Sitting ard nothing to do lor. U leh busy w work?
ham,Its  &lt;#&gt; k here oh. Should i send home for sale.
ham,Sorry. || mail? || 
ham,Ya just telling abt tht incident..
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
ham,Ok. I.ll do you right later.
ham,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love
ham,"Haha figures, well I found the piece and priscilla's bowl"
ham,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though"
ham,All day working day:)except saturday and sunday..
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
ham,"I think IÛ÷m waiting for the same bus! Inform me when you get there, if you ever get there."
ham,You getting back any time soon?
ham,", how's things? Just a quick question."
ham,"I can probably come by, everybody's done around  &lt;#&gt;  right?"
ham,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.
ham,I can ask around but there's not a lot in terms of mids up here
ham,Be sure to check your yahoo email. We sent photos yesterday
ham,What was she looking for?
ham,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.
ham,"Yeah, probably earlier than that"
ham,Change windows logoff sound..
ham,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P"
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
ham,Happy birthday... May u find ur prince charming soon n dun work too hard...
ham,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served"
ham,You said to me before i went back to bed that you can't sleep for anything.
ham,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX
ham,Free any day but i finish at 6 on mon n thurs...
ham,Two fundamentals of cool life: \Walk
ham,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! "
ham,I just saw ron burgundy captaining a party boat so yeah
ham,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc."
ham,No it will reach by 9 only. She telling she will be there. I dont know
ham,Hey... are you going to quit soon? Xuhui and i working till end of the month 
ham,"Im sorry bout last nite it wasnåÕt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx"
ham,I not free today i haf 2 pick my parents up tonite...
ham,Should i send you naughty pix? :)
spam,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!"
ham,Prepare to be pounded every night...
ham,"Sorry, I'll call later"
ham,Good evening! How are you?
ham,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.
ham,I'm e person who's doing e sms survey...
ham,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow
ham,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK åÔMORROW. C U THIS WK? WHO WAS THE MSG 4? åÐ RANDOM!
spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel"
ham,"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but"
ham,Din i tell u jus now 420
spam,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost å£1.50 min MobcudB more
ham,Ok lor. I'm in town now lei.
ham,I had it already..sabarish asked me to go..
ham,No da. . Vijay going to talk in jaya tv
spam,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX
ham,Still chance there. If you search hard you will get it..let have a try :)
spam,"Auction round 4. The highest bid is now å£54. Next maximum bid is å£71. To bid, send BIDS e. g. 10 (to bid å£10) to 83383. Good luck."
ham,Do you always celebrate NY's with your family ?
spam,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + å£200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com
ham,Sent me de webadres for geting salary slip
ham,She's fine. Sends her greetings
ham,But you dint in touch with me.
ham,And do you have any one that can teach me how to ship cars.
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
ham,I sent your maga that money yesterday oh.
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
spam,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end
ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum
ham,How much would it cost to hire a hitman
ham,I anything lor...
ham,"Sorry, I'll call later"
ham,Good morning princess! Happy New Year!
spam,Congratulations YOU'VE Won. You're a Winner in our August å£1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.
ham,Then wat r u doing now? Busy wif work?
ham,"I'm not sure, I was just checking out what was happening around the area"
ham,Jordan got voted out last nite!
ham,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.
ham,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb"
ham,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.
ham,Hey check it da. I have listed da.
spam,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity 
ham,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night
ham,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.
ham,No message..no responce..what happend?
ham,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:)
ham,Yeah right! I'll bring my tape measure fri!
ham,Still chance there. If you search hard you will get it..let have a try :)
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow
ham,Should I head straight there or what
